"code","number","edition","character","series","quality","obtainedDate","obtainedTimestamp","burnValue","dye.code","dye.name","frame","morphed","trimmed","tag","alias","wishlists","fights","dropQuality","dropper","grabber","guild","worker.effort","worker.style","worker.purity","worker.grabber","worker.dropper","worker.quickness","worker.toughness","worker.vanity","worker.recoveryDate","worker.recoveryTimestamp"
"jb745","693","1","Inko","Toradora!","2","Fri, 10 Jul 2020 18:44:40 GMT","1594406680547","21","","","","No","No","nice","","13","0","2","723428511783714818","385849280939950080","386931476291256332","13","F","S","S","F","F","F","A","",""
"jb9pz","698","1","Momoka","Selector Infected WIXOSS","4","Fri, 10 Jul 2020 18:05:33 GMT","1594404333117","12","","","","No","No","kawaii","","0","0","4","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","A","",""
"jbpsh","659","1","Cancer Cell","Cells at Work!","1","Fri, 10 Jul 2020 17:36:25 GMT","1594402585420","19","","","","No","No","nice","","25","0","1","723428511783714818","385849280939950080","386931476291256332","14","F","S","S","F","A","F","A","",""
"jbps0","627","1","Emma","Walkure Romanze","1","Fri, 10 Jul 2020 17:35:50 GMT","1594402550248","2","","","","No","No","kawaii","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","F","F","A","",""
"jbp3b","493","1","Death Thirteen","JoJo's Bizarre Adventure: Stardust Crusaders","2","Fri, 10 Jul 2020 17:35:24 GMT","1594402524290","32","","","","No","No","","","10","0","2","385849280939950080","385849280939950080","386931476291256332","23","F","S","S","S","B","F","A","",""
"jb1qh","664","1","Misaki Amano","Seitokai Yakuindomo OVA","2","Fri, 10 Jul 2020 17:05:14 GMT","1594400714258","3","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"jbk33","689","1","Lyra","Fullmetal Alchemist","2","Fri, 10 Jul 2020 16:29:20 GMT","1594398560970","12","","","","No","No","alchem","","1","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","D","F","A","",""
"j5tp2","654","1","Pepper","No Guns Life","2","Fri, 10 Jul 2020 14:22:58 GMT","1594390978940","9","","","","No","No","oppai","","1","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
"j5zf8","669","1","Uruka Minami","Tokyo Ghoul: Jack","2","Fri, 10 Jul 2020 12:44:04 GMT","1594385044953","16","","","","No","No","tk","","4","0","2","","385849280939950080","386931476291256332","9","F","S","S","F","F","F","A","",""
"j512p","674","1","Carmilla","Fate/Grand Order","4","Fri, 10 Jul 2020 12:27:45 GMT","1594384065958","100","","","","No","No","oppai","","13","0","4","385849280939950080","385849280939950080","386931476291256332","65","F","S","S","S","F","F","A","",""
"j5b30","661","1","Otone Fujishiro","Mikagura School Suite","2","Fri, 10 Jul 2020 11:57:10 GMT","1594382230746","9","","","","No","No","kawaii","","4","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
"j505z","690","1","Misha Movernco","Venus Project: Climax","2","Fri, 10 Jul 2020 10:28:14 GMT","1594376894076","5","","","","No","No","oppai","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","F","F","A","",""
"jksjp","665","1","Miki Okudera","your name.","2","Fri, 10 Jul 2020 09:14:36 GMT","1594372476518","35","","","","No","No","kawaii","","22","0","2","385849280939950080","385849280939950080","386931476291256332","24","F","S","S","S","A","F","A","",""
"jk70f","638","1","Miyabi Itou","Yamada-kun and the Seven Witches","2","Fri, 10 Jul 2020 08:51:21 GMT","1594371081714","11","","","","No","No","fav","","1","0","2","389085833120186369","389085833120186369","386931476291256332","6","F","S","F","F","B","F","A","",""
"jkfcv","680","1","Rabura Chichibu","Punch Line","4","Fri, 10 Jul 2020 08:15:26 GMT","1594368926603","22","","","","No","No","kawaii","","1","0","4","385849280939950080","385849280939950080","386931476291256332","16","F","S","S","S","D","F","A","",""
"jk9zq","693","1","Poipole","Pokémon Sun & Moon","4","Fri, 10 Jul 2020 07:55:18 GMT","1594367718006","60","","","","No","No","","","1","0","4","385849280939950080","385849280939950080","386931476291256332","39","F","S","S","S","D","F","A","",""
"j2bvq","700","1","Tao","Beastars","2","Thu, 09 Jul 2020 21:48:28 GMT","1594331308669","10","","","","No","No","","","2","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","F","F","A","",""
"j2qhr","703","1","Reiko Katsui","You're Under Arrest!","2","Thu, 09 Jul 2020 21:05:31 GMT","1594328731418","2","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","D","F","A","",""
"jh1q9","648","1","Princess Kaguya","We Rent Tsukumogami","1","Thu, 09 Jul 2020 18:26:58 GMT","1594319218564","1","","","","No","No","","","1","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","A","",""
"jh2w9","658","1","Yuuhi Katagiri","Akane-Iro ni Somaru Saka","2","Thu, 09 Jul 2020 17:31:13 GMT","1594315873491","5","","","","No","No","","","2","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","C","F","A","",""
"j086c","695","1","Olga Strand","In Another World with My Smartphone","2","Thu, 09 Jul 2020 10:35:06 GMT","1594290906246","10","","","","No","No","kawaii","","1","0","2","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","A","",""
"bcdw2","612","1","Hitomi","Minami-ke Natsuyasumi","3","Wed, 08 Jul 2020 21:05:43 GMT","1594242343434","8","","","","No","No","","","1","0","3","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
"bc9l8","676","1","Miku Kajiwara","Idol Memories","2","Wed, 08 Jul 2020 20:23:36 GMT","1594239816651","8","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","A","F","A","",""
"b6qqx","640","1","Cooking Teacher","Lucky Star","4","Wed, 08 Jul 2020 13:52:29 GMT","1594216349154","20","","","","No","No","","","1","0","4","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","C","F","A","",""
"bx937","652","1","Mayumi Kisaki","The Devil Is a Part-Timer!","2","Wed, 08 Jul 2020 11:23:15 GMT","1594207395710","8","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
"bx1tl","646","1","Jude","The Seven Deadly Sins","2","Wed, 08 Jul 2020 10:03:10 GMT","1594202590252","10","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","A","",""
"b7n4t","677","1","Ziyu Pan","Kandagawa Jet Girls","3","Tue, 07 Jul 2020 19:21:25 GMT","1594149685130","15","","","","No","No","kawaii","","0","0","3","385849280939950080","385849280939950080","386931476291256332","10","F","S","S","S","A","F","A","",""
"btlvl","695","1","Revy","Black Lagoon","2","Tue, 07 Jul 2020 16:29:32 GMT","1594139372777","47","","","","No","No","ft","","382","0","2","385849280939950080","385849280939950080","386931476291256332","33","F","S","S","S","A","F","A","",""
"bt3f3","638","1","Ning Fu","Xuan Yuan Sword Luminary","2","Tue, 07 Jul 2020 15:59:32 GMT","1594137572537","5","","","","No","No","kawaii","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","F","F","A","",""
"bt55s","621","1","Arzel","Dances with the Dragons","2","Tue, 07 Jul 2020 14:31:57 GMT","1594132317736","6","","","","No","No","oppai","","1","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
"b8x1x","599","1","Hecate","The Melody of Oblivion","1","Tue, 07 Jul 2020 12:38:52 GMT","1594125532625","2","","","","No","No","oppai","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"b8t2s","616","1","Massachusetts","Azur Lane","2","Tue, 07 Jul 2020 11:48:45 GMT","1594122525652","33","","","","No","No","oppai","","1","0","2","385849280939950080","385849280939950080","386931476291256332","24","F","S","S","S","S","F","A","",""
"bl7v8","641","1","Sheena Fujibayashi","Tales of Symphonia","2","Tue, 07 Jul 2020 06:03:05 GMT","1594101785421","8","","","","No","No","oppai","","20","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
"bfvf3","662","1","Artemis","Maria the Virgin Witch","3","Mon, 06 Jul 2020 22:23:43 GMT","1594074223498","20","","","","No","No","oppai","","1","0","3","385849280939950080","385849280939950080","386931476291256332","14","F","S","S","S","F","F","A","",""
"b9sc9","617","1","Kiyoko Ino","Juni Taisen: Zodiac War","2","Mon, 06 Jul 2020 21:47:17 GMT","1594072037058","4","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","A","",""
"b98s3","614","1","Pony Tsunotori","My Hero Academia 2","2","Mon, 06 Jul 2020 21:16:00 GMT","1594070160197","35","","","","No","No","bnha","","8","0","2","385849280939950080","385849280939950080","386931476291256332","25","F","S","S","S","S","F","A","",""
"b9r6r","609","1","Maihime Tenkawa","Qualidea Code","1","Mon, 06 Jul 2020 20:29:44 GMT","1594067384668","5","","","","No","No","kawaii","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"b9wf4","634","1","Johnny Black","Sword Art Online","2","Mon, 06 Jul 2020 19:08:19 GMT","1594062499192","12","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","S","F","A","",""
"b9082","605","1","Guricho","Yumekui Merry","2","Mon, 06 Jul 2020 18:36:50 GMT","1594060610775","2","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"bgl8d","631","1","Futaba Odagiri","Three Leaves, Three Colors","2","Mon, 06 Jul 2020 17:06:15 GMT","1594055175500","5","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","A","",""
"b3cc7","645","1","Alice","Photo Kano","3","Mon, 06 Jul 2020 13:44:37 GMT","1594043077337","10","","","","No","No","ftlow","","0","0","3","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","A","",""
"b3g80","644","1","Diana","Claymore","4","Mon, 06 Jul 2020 11:34:25 GMT","1594035265252","20","","","","No","No","","","0","0","4","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","A","F","A","",""
"b3bg4","674","1","Kyle Rondart","Tsubasa Reservoir Chronicle","2","Mon, 06 Jul 2020 09:38:43 GMT","1594028323686","2","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"b4s3d","616","1","Houki Shinonono","Infinite Stratos Encore: A Sextet Yearns to Be in Love","0","Sun, 05 Jul 2020 22:04:33 GMT","1593986673504","5","","","","No","No","ftlow","","11","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","F","F","A","",""
"vjf6q","103","1","Kyouka Jirou","My Hero Academia","3","Sun, 05 Jul 2020 21:43:26 GMT","1593985406188","171","","","","No","No","bnha","","300","0","3","","331122549461090304","565745509294276608","104","F","S","F","F","B","F","A","",""
"h13hc","310","1","Diamond","Land of the Lustrous","4","Sun, 05 Jul 2020 21:43:26 GMT","1593985406188","184","$gss8","Blue Ballerina","crystal","Yes","No","lustrous","","88","0","2","196581923273965568","196581923273965568","715248919080206398","156","B","B","F","F","B","F","A","",""
"b48l7","590","1","Mayuki Hiiragi","Hinako Note","2","Sun, 05 Jul 2020 21:34:15 GMT","1593984855254","11","","","","No","No","kawaii","","1","0","2","385849280939950080","385849280939950080","386931476291256332","8","F","S","S","S","A","F","A","",""
"b4zwg","641","1","Rumia Tingel","Akashic Records of Bastard Magic Instructor","2","Sun, 05 Jul 2020 20:17:40 GMT","1593980260484","25","","","","No","No","ftlow","","12","0","2","385849280939950080","385849280939950080","386931476291256332","18","F","S","S","S","A","F","A","",""
"bz76q","583","1","Ham Burger","One Piece","2","Sun, 05 Jul 2020 17:42:57 GMT","1593970977917","12","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","A","",""
"b1c51","608","1","Tokino Himekawa","Saekano: How to Raise a Boring Girlfriend","3","Sun, 05 Jul 2020 13:29:03 GMT","1593955743388","22","","","","No","No","kawaii","","1","0","3","385849280939950080","385849280939950080","386931476291256332","18","F","S","S","S","B","F","A","",""
"b1th4","586","1","Rin Kohana","Seiyuu's Life!","2","Sun, 05 Jul 2020 12:12:54 GMT","1593951174861","6","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","C","F","A","",""
"b19q1","633","1","Ako Ozora","Kaidan Restaurant","0","Sun, 05 Jul 2020 11:17:40 GMT","1593947860030","1","","","","No","No","","","0","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","A","",""
"b14lw","631","1","Kije","Akame ga Kill!","1","Sun, 05 Jul 2020 10:21:14 GMT","1593944474352","6","","","","No","No","oppai","","0","0","1","","385849280939950080","386931476291256332","5","F","S","S","F","F","F","A","",""
"b1z3q","615","1","Yuki","IDOLiSH7","3","Sun, 05 Jul 2020 10:04:53 GMT","1593943493469","27","","","","No","No","","","10","0","3","385849280939950080","385849280939950080","386931476291256332","19","F","S","S","S","B","F","A","",""
"b1hbm","627","1","Sachiko Yamikumo","Keijo!!!!!!!!","3","Sun, 05 Jul 2020 08:09:34 GMT","1593936574254","23","","","","No","No","oppai","","1","0","3","385849280939950080","385849280939950080","386931476291256332","18","F","S","S","S","A","F","A","",""
"b1mh4","616","1","Nausicaa","Nausicaa of the Valley of the Wind","0","Sun, 05 Jul 2020 07:17:30 GMT","1593933450579","4","","","","No","No","ftlow","","44","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","F","F","A","",""
"bbl10","624","1","Pericolo","JoJo's Bizarre Adventure: Golden Wind","1","Sat, 04 Jul 2020 20:43:34 GMT","1593895414994","8","","","","No","No","","","1","0","1","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","A","F","A","",""
"bb2zc","648","1","Alessi","JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt","2","Sat, 04 Jul 2020 18:27:50 GMT","1593887270775","17","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","10","F","S","S","S","B","F","A","",""
"b547x","581","1","Gennai Hiraga","Read or Die","2","Sat, 04 Jul 2020 15:20:34 GMT","1593876034944","1","","","","No","No","","","0","0","2","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","C","F","A","",""
"b55tp","596","1","Minako Aino","Sailor Moon","2","Sat, 04 Jul 2020 14:17:05 GMT","1593872225930","47","","","","No","No","ftmid","","29","0","2","385849280939950080","385849280939950080","386931476291256332","33","F","S","S","S","A","F","A","",""
"bk377","591","1","Nanashi","The Seven Deadly Sins: Revival of the Commandments","2","Sat, 04 Jul 2020 09:48:46 GMT","1593856126769","12","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","D","F","A","",""
"bkpwv","596","1","Maria","You're Being Summoned, Azazel Z","4","Sat, 04 Jul 2020 09:18:31 GMT","1593854311614","16","","","","No","No","","","0","0","4","385849280939950080","385849280939950080","386931476291256332","10","F","S","S","S","B","F","A","",""
"bh8zp","572","1","Caesar Zeppeli","JoJo's Bizarre Adventure","2","Fri, 03 Jul 2020 19:59:40 GMT","1593806380304","70","","","","No","No","fav","","225","0","2","385849280939950080","385849280939950080","386931476291256332","50","F","S","S","S","A","F","A","",""
"bh32m","592","1","Tatsuya Shiba","The Irregular at Magic High School","4","Fri, 03 Jul 2020 19:15:06 GMT","1593803706835","237","","","","No","No","ftmid","","187","0","4","385849280939950080","385849280939950080","386931476291256332","158","F","S","S","S","B","F","A","",""
"bq9px","650","1","Mila Babicheva","Yuri!!! on Ice","3","Fri, 03 Jul 2020 18:39:02 GMT","1593801542184","33","","","","No","No","nice","","1","5","3","529005345461239810","529005345461239810","648031568756998155","24","F","S","F","F","S","S","A","",""
"bh1gw","592","1","Taikobo","Hakyuu Hoshin Engi","4","Fri, 03 Jul 2020 18:35:31 GMT","1593801331327","17","","","","No","No","","","1","0","4","385849280939950080","385849280939950080","386931476291256332","9","F","S","S","S","C","F","A","",""
"5vmgv","511","1","Seung-gil Lee","Yuri!!! on Ice","1","Fri, 03 Jul 2020 16:28:31 GMT","1593793711117","7","","","","No","No","fav","","2","0","1","","634931374561951796","704669489840521317","5","F","S","F","F","D","F","A","",""
"k573r","540","1","Padparadscha","Land of the Lustrous","2","Fri, 03 Jul 2020 16:28:31 GMT","1593793711116","22","","","","No","No","lustrous","","45","0","2","","634931374561951796","696070301842276353","15","F","S","F","F","B","F","A","",""
"kvp6b","467","1","Goshenite","Land of the Lustrous","2","Fri, 03 Jul 2020 16:28:31 GMT","1593793711116","17","","","","No","No","lustrous","","8","0","2","634931374561951796","634931374561951796","695785971718815746","9","F","S","F","F","D","F","A","",""
"wmpn3","401","1","Zircon","Land of the Lustrous","4","Fri, 03 Jul 2020 16:28:31 GMT","1593793711116","72","$x87n","Orange Danger","crystal","Yes","No","lustrous","","12","0","3","634931374561951796","634931374561951796","695785971718815746","66","B","A","F","F","S","F","A","",""
"bqrvj","626","1","Shiren","Samurai Champloo","3","Fri, 03 Jul 2020 14:40:47 GMT","1593787247266","5","","","","No","No","","","1","0","3","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"bqzmg","561","1","Satoshi Isshiki","Food Wars! Shokugeki no Souma","0","Fri, 03 Jul 2020 14:10:28 GMT","1593785428029","12","","","","No","No","nice","","86","0","0","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","A","",""
"bqq2q","613","1","The Pope","The Rising of the Shield Hero","1","Fri, 03 Jul 2020 12:21:16 GMT","1593778876916","6","","","","No","No","nice","","3","0","1","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","A","F","A","",""
"bqm8p","605","1","Nino's Mother","Anonymous Noise","2","Fri, 03 Jul 2020 11:51:19 GMT","1593777079148","4","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","F","F","A","",""
"b03g5","610","1","Homeroom Teacher","Yuuki Yuuna Is a Hero","0","Fri, 03 Jul 2020 09:09:37 GMT","1593767377179","1","","","","No","No","","","1","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","A","",""
"b0btr","596","1","Maria Agata","Ninja Slayer from Animation","4","Fri, 03 Jul 2020 07:32:47 GMT","1593761567102","10","","","","No","No","kawaii","","0","0","4","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","A","",""
"5cgql","605","1","Edgar Valtinas","Inazuma Eleven","2","Thu, 02 Jul 2020 19:22:13 GMT","1593717733770","5","","","","No","No","kawaii","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"5c5tx","583","1","Abraham Van Helsing","Code: Realize ~Guardian of Rebirth~","2","Thu, 02 Jul 2020 18:00:35 GMT","1593712835708","8","","","","No","No","ftlow","","1","0","2","","385849280939950080","386931476291256332","5","F","S","S","F","F","F","A","",""
"5cwdm","625","1","Shupe Gushiken","Music Girls","2","Thu, 02 Jul 2020 17:44:53 GMT","1593711893755","11","","","","No","No","kawaii","","0","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","B","F","A","",""
"56gz4","566","1","Maki","Orenchi no Furo Jijou","2","Thu, 02 Jul 2020 14:58:36 GMT","1593701916721","6","","","","No","No","kawaii","","1","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
"56vc8","549","1","Avalugg","Pokémon XY & Z","4","Thu, 02 Jul 2020 11:58:01 GMT","1593691081389","50","","","","No","No","","","1","0","4","385849280939950080","385849280939950080","386931476291256332","34","F","S","S","S","C","F","A","",""
"5xt55","579","1","Kanata Izumi","Lucky Star","3","Thu, 02 Jul 2020 10:07:45 GMT","1593684465323","39","","","","No","No","fav","","2","0","3","385849280939950080","385849280939950080","386931476291256332","28","F","S","S","S","B","F","A","",""
"570dw","598","1","Nakigitsune","Touken Ranbu: Hanamaru","4","Wed, 01 Jul 2020 16:51:02 GMT","1593622262183","51","","","","No","No","ftlow","","2","0","4","385849280939950080","385849280939950080","386931476291256332","34","F","S","S","S","C","F","A","",""
"5t9sm","555","1","Akashi","The Tatami Galaxy","1","Wed, 01 Jul 2020 14:51:05 GMT","1593615065234","3","","","","No","No","ftlow","","13","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"5tzh1","556","1","Hikaru Hitachiin","Ouran High School Host Club","1","Wed, 01 Jul 2020 13:36:31 GMT","1593610591563","27","","","","No","No","ft","","135","0","1","385849280939950080","385849280939950080","386931476291256332","19","F","S","S","S","A","F","A","",""
"5t23h","561","1","Nojiko","One Piece","3","Wed, 01 Jul 2020 12:05:47 GMT","1593605147582","54","","","","No","No","oppai","","3","0","3","385849280939950080","385849280939950080","386931476291256332","38","F","S","S","S","A","F","A","",""
"5gh8j","543","1","Leon Papas","Master Keaton","3","Tue, 30 Jun 2020 11:05:19 GMT","1593515119619","1","","","","No","No","","","1","0","3","389085833120186369","385849280939950080","386931476291256332","0","F","S","S","F","B","F","A","",""
"5gq0g","558","1","Deimlet Pentel","Fate/Apocrypha","1","Tue, 30 Jun 2020 10:40:04 GMT","1593513604610","2","","","","No","No","","","1","0","1","","385849280939950080","386931476291256332","1","F","S","S","F","F","F","A","",""
"5plds","567","1","Serval","Kemono Friends","2","Mon, 29 Jun 2020 22:21:45 GMT","1593469305825","10","","","","No","No","ftlow","","7","0","2","385849280939950080","385849280939950080","386931476291256332","6","F","S","S","S","A","F","A","",""
"5pr7k","584","1","Mai Nametsu","Haikyuu!! Second Season","3","Mon, 29 Jun 2020 21:38:59 GMT","1593466739560","30","","","","No","No","","","1","0","3","385849280939950080","385849280939950080","386931476291256332","21","F","S","S","S","F","F","A","",""
"5pn74","515","1","Gozu","Mob Psycho 100","0","Mon, 29 Jun 2020 20:57:14 GMT","1593464234841","1","","","","No","No","","","0","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","A","",""
"5p5w3","578","1","Benitoite","Land of the Lustrous","1","Mon, 29 Jun 2020 20:26:32 GMT","1593462392965","8","","","","No","No","lustrous","","4","0","1","","385849280939950080","386931476291256332","5","F","S","S","F","B","F","A","",""
"5p272","546","1","Rin Nohara","Naruto Shippuden","1","Mon, 29 Jun 2020 20:06:44 GMT","1593461204174","27","","","","No","No","kawaii","","22","0","1","","385849280939950080","386931476291256332","16","F","S","S","F","F","F","A","",""
"5p25l","560","1","Chomesuke","D.Gray-man","3","Mon, 29 Jun 2020 20:03:46 GMT","1593461026092","7","","","","No","No","","","1","0","3","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","F","F","A","",""
"54rzm","591","1","Mikado Ryuugamine","Durarara!!","0","Mon, 29 Jun 2020 17:15:12 GMT","1593450912257","5","","","","No","No","","","13","1","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","D","A","",""
"5z7kb","595","1","Sawaya Shishihara","Saki: The Nationals","2","Mon, 29 Jun 2020 13:30:27 GMT","1593437427124","6","","","","No","No","ftlow","","0","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
"5z4wd","538","1","Izu","Once Upon a Time","1","Mon, 29 Jun 2020 11:26:48 GMT","1593430008456","1","","","","No","No","","","0","0","1","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","B","F","A","",""
"5jcb2","547","1","Mohican","One-Punch Man 2","1","Sun, 28 Jun 2020 22:03:00 GMT","1593381780266","3","","","","No","No","","","1","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"5jddg","542","1","Edokia Kalaha","Record of Grancrest War","2","Sun, 28 Jun 2020 21:32:54 GMT","1593379974214","6","","","","No","No","oppai","","1","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","F","F","A","",""
"5bt10","562","1","Montmorency","Ulysses: Jeanne d'Arc and the Alchemist Knight","2","Sun, 28 Jun 2020 16:45:20 GMT","1593362720965","7","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","F","F","A","",""
"5bm87","543","1","Cana Alberona","Fairy Tail","2","Sun, 28 Jun 2020 12:30:04 GMT","1593347404836","40","","","","No","No","oppai","","33","0","2","385849280939950080","385849280939950080","386931476291256332","28","F","S","S","S","B","F","A","",""
"55dvc","586","1","Yun","Yona of the Dawn","2","Sun, 28 Jun 2020 11:15:14 GMT","1593342914427","20","","","","No","No","ftlow","","19","0","2","385849280939950080","385849280939950080","386931476291256332","15","F","S","S","S","B","F","A","",""
"55994","538","1","Mikasa's Mother","Attack on Titan","4","Sun, 28 Jun 2020 09:52:01 GMT","1593337921044","137","","","","No","No","nice","","7","0","4","385849280939950080","385849280939950080","386931476291256332","94","F","S","S","S","A","F","A","",""
"52j1r","554","1","Solomon","Fate/Grand Order","3","Sat, 27 Jun 2020 17:18:08 GMT","1593278288211","40","","","","No","No","","","5","0","3","385849280939950080","385849280939950080","386931476291256332","28","F","S","S","S","B","F","A","",""
"5hcxc","527","1","Reina's Father","Didn't I Say to Make My Abilities Average in the Next Life?!","2","Sat, 27 Jun 2020 15:33:30 GMT","1593272010088","3","","","","No","No","","","1","0","2","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","B","F","A","",""
"5hg6d","511","1","Ryou Asama","The World God Only Knows: Goddesses Arc","2","Sat, 27 Jun 2020 13:25:47 GMT","1593264347549","3","","","","No","No","kawaii","","1","0","2","723428511783714818","385849280939950080","386931476291256332","1","F","S","S","F","F","F","A","",""
"5h3zm","551","1","Shinsuke Nishizono","Inazuma Eleven GO","0","Sat, 27 Jun 2020 13:07:49 GMT","1593263269382","1","","","","No","No","","","1","0","0","385849280939950080","385849280939950080","386931476291256332","0","F","S","S","S","A","F","A","",""
"5hnhz","542","1","Mei Tandori","Island","1","Sat, 27 Jun 2020 11:39:01 GMT","1593257941261","3","","","","No","No","kawaii","","0","0","1","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","A","",""
"5h5tc","544","1","Nygglatho","WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?","3","Sat, 27 Jun 2020 11:05:22 GMT","1593255922314","25","","","","No","No","bartek","","5","0","3","385849280939950080","385849280939950080","386931476291256332","18","F","S","S","S","A","F","A","",""
"5hvbk","547","1","Kousuke Edogawa","Da Capo III","4","Sat, 27 Jun 2020 09:18:13 GMT","1593249493825","14","","","","No","No","kawaii","","0","0","4","385849280939950080","385849280939950080","386931476291256332","10","F","S","S","S","A","F","A","",""
"5vcsj","177","1","Haumea","Fire Force","2","Fri, 26 Jun 2020 22:35:31 GMT","1593210931389","36","","","","No","No","fav","","24","0","2","385849280939950080","385849280939950080","386931476291256332","25","F","S","S","S","A","F","A","",""
"5v877","516","1","Momo Chiyoda","The Demon Girl Next Door","0","Fri, 26 Jun 2020 21:30:27 GMT","1593207027932","4","","","","No","No","","","12","0","0","385849280939950080","385849280939950080","386931476291256332","1","F","S","S","S","A","F","A","",""
"ksxkx","472","1","Honoka","Kaichou wa Maid-sama!","3","Fri, 26 Jun 2020 21:19:27 GMT","1593206367146","29","","","","No","No","","","1","0","3","723428511783714818","723428511783714818","386931476291256332","16","F","S","F","F","S","F","A","",""
"5v944","548","1","Nodoka's Mother","Rascal Does Not Dream of Bunny Girl Senpai","2","Fri, 26 Jun 2020 20:59:23 GMT","1593205163369","8","","","","No","No","nice","","1","0","2","385849280939950080","385849280939950080","386931476291256332","5","F","S","S","S","B","F","A","",""
